id,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
I110017253,0.0008091706001348618,6.0,0.0,0.00010431198173204814,1
I110026055,0.00026972353337828726,2.0,0.0,1.807157792334881e-43,37
I110079840,0.00026972353337828726,2.0,0.0,1.3365774495385693e-05,1
I110092051,0.0004045853000674309,4.0,0.00014423818229961536,4.3581919970073484e-05,7
I110120368,0.00026972353337828726,2.0,0.0,8.851968269785378e-06,1
I110166357,0.0006743088334457181,6.0,0.0,0.00024385426097533713,16
I110181903,0.0004045853000674309,3.0,0.0,0.0006772015444634515,3
I11019714,0.004855023600809171,36.0,5.384284183974442e-06,0.0024194155347871966,1
I110200422,0.0005394470667565745,4.0,0.0004858225067080723,0.000792819343522053,23
I110217816,0.00026972353337828726,2.0,0.0,7.110059712130436e-06,15
I110273157,0.0008091706001348618,6.0,4.7294388102478206e-07,0.00033921216351443596,0
I110325482,0.00026972353337828726,2.0,0.0,5.206748648803216e-05,23
I110360157,0.003910991233985165,36.0,0.002037810388101157,0.00043618149659625777,4
I110378019,0.0004045853000674309,3.0,0.0,4.706186829873123e-06,4
I110440473,0.0009440323668240054,7.0,1.273310448912875e-07,0.00030698826869785456,0
I110507236,0.0006743088334457181,5.0,0.0,0.00032440246133453655,0
I110525433,0.00026972353337828726,2.0,0.0,5.229231019037297e-05,4
I110594554,0.003371544167228591,25.0,9.129781183472677e-05,0.0002650686794588267,2
I110736937,0.00782198246797033,60.0,2.197543271355077e-06,0.0030414446982274337,2
I110757952,0.0009440323668240054,7.0,0.0,0.00021873187588131228,3
I110930757,0.00013486176668914363,1.0,0.0,3.2853571688427177e-07,1
I111088046,0.02454484153742414,219.0,0.0012545882522131638,0.022000249536645436,15
I111112146,0.0005394470667565745,4.0,0.0,0.00016658877200449815,4
I111149068,0.005799055967633176,45.0,0.0,0.009432461648238449,3
I11123151,0.00013486176668914363,1.0,0.0,0.00010284134151341003,7
I111236770,0.002832097100472016,21.0,1.7165437527963568e-06,0.0010639663114669605,1
I111262870,0.0013486176668914363,10.0,0.0,0.00022152803427590291,16
I111277659,0.0014834794335805799,11.0,0.0,0.00011025790012539394,15
I111381250,0.0012137559002022927,9.0,0.0,0.001825062872265509,3
I111398093,0.002157788267026298,20.0,2.0517882038458463e-05,1.1879175352684275e-05,9
I111455621,0.00026972353337828726,2.0,0.0,0.00022178442855606291,0
I111483173,0.004315576534052596,44.0,4.8507064720490466e-08,0.015088108942504305,3
I111599522,0.0009440323668240054,7.0,5.457044781055178e-08,0.00046905523157595526,3
I111664937,0.0,0.0,0.0,1.7276259771195807e-53,38
I111753288,0.0006743088334457181,5.0,0.0,0.0005894591629043074,3
I1118541,0.006608226567768038,49.0,0.00025057840127141865,0.0028991821269279084,1
I111950717,0.01227242076871207,150.0,0.0018099537522069408,0.03923376035292519,3
I111966504,0.00013486176668914363,1.0,0.0,3.623094273168283e-47,39
I111979921,0.023735670937289278,222.0,0.002891812202236375,0.018926820098218854,0
I112048516,0.0026972353337828725,20.0,0.0,0.0047105336442490745,0
I112260969,0.00026972353337828726,2.0,0.0,0.00019411444347806645,0
I112471378,0.0009440323668240054,7.0,0.0,1.8125157288460633e-08,4
I112475681,0.0017532029669588673,14.0,1.6371134343165532e-07,0.0019715974566730456,7
I112612939,0.003910991233985165,29.0,0.0,0.002763299730818052,0
I11265461,0.00013486176668914363,1.0,0.0,4.1643113260180586e-05,15
I112728665,0.0004045853000674309,4.0,0.0,0.00013869555100338527,0
I112862951,0.0,0.0,0.0,1.7276259771195807e-53,40
I112936343,0.0009440323668240054,7.0,0.0004858225067080723,0.00018427783215232876,1
I112982808,0.00026972353337828726,2.0,0.0,1.807157792334881e-43,41
I112991645,0.0005394470667565745,4.0,0.0,1.7021975628911842e-05,7
I113145275,0.0,0.0,0.0,1.7276259771195807e-53,42
I11317958,0.00013486176668914363,1.0,0.0,0.00038628306935136174,0
I113306721,0.001888064733648011,14.0,0.0,0.00027376167326621066,56
I113358080,0.0026972353337828725,22.0,1.182359702561955e-07,0.0030456465124180446,19
I113389987,0.00013486176668914363,1.0,0.0,0.000263603259358874,3
I113409471,0.0004045853000674309,3.0,0.00021291751622242984,2.5776340945322476e-05,15
I113428412,0.0016183412002697237,22.0,2.9104238832294283e-08,0.0009318345988887311,7
I113456305,0.0004045853000674309,3.0,0.0,7.76297093762185e-05,7
I113508548,0.0026972353337828725,25.0,4.06927065236572e-05,0.0010125077393426543,7
I113643904,0.0,0.0,0.0,1.7276259771195807e-53,43
I113940042,0.007956844234659474,64.0,0.000726781350707109,0.009885454664210432,3
I113979032,0.0005394470667565745,4.0,0.0,0.0008710205110962323,0
I113992204,0.0,0.0,0.0,1.7276259771195807e-53,44
I114017466,0.014430209035738368,137.0,0.0014343247995460703,0.01772493345962728,4
I114027177,0.013081591368846932,124.0,0.0003110797091913168,0.010000062422966235,2
I11406153,0.0012137559002022927,9.0,0.0,0.0029560044869822734,3
I114090438,0.017397167902899528,157.0,0.0013938899167333784,0.01108555322750465,8
I114112103,0.0024275118004045853,19.0,2.0930798426891636e-06,0.0005574514151842752,2
I114129787,0.00013486176668914363,1.0,0.0,6.868185856920587e-08,15
I114203471,0.0029669588671611597,22.0,2.8249301816595633e-06,0.0016323079575426707,23
